,UpdateTime,NeuronsFired
0,2.2293384075164795,0
1,0.19426941871643066,283
2,0.1895911693572998,207
3,0.18659186363220215,234
4,0.1977519989013672,195
5,0.19360733032226562,234
6,0.1889503002166748,224
7,0.19550824165344238,237
8,0.18799400329589844,207
9,0.18956208229064941,241
10,0.19118165969848633,443
11,0.1962418556213379,746
12,0.18054890632629395,1303
13,0.2050161361694336,1273
14,0.1920795440673828,1380
15,0.19256281852722168,1146
16,0.2120041847229004,636
17,0.2050151824951172,523
18,0.20701885223388672,394
19,0.19654178619384766,316
20,0.2030019760131836,274
21,0.19840455055236816,303
22,0.18952345848083496,373
23,0.19887542724609375,482
24,0.19853949546813965,668
25,0.21112418174743652,924
26,0.21155285835266113,1004
27,0.21408867835998535,1261
28,0.21242475509643555,987
29,0.21113944053649902,819
30,0.19754695892333984,629
31,0.20000195503234863,603
32,0.20354557037353516,458
33,0.19808197021484375,425
34,0.19957399368286133,520
35,0.21429014205932617,471
36,0.1967148780822754,512
37,0.21123385429382324,734
38,0.216536283493042,950
39,0.20350861549377441,992
40,0.20156574249267578,936
41,0.21399998664855957,959
42,0.21900081634521484,985
43,0.20045161247253418,894
44,0.1959974765777588,848
45,0.1991283893585205,775
46,0.19100141525268555,774
47,0.20756840705871582,570
48,0.18900179862976074,558
49,0.21102595329284668,604
50,0.1890120506286621,682
51,0.19557762145996094,618
52,0.20200300216674805,735
53,0.2026042938232422,814
54,0.20499944686889648,720
55,0.19301271438598633,748
56,0.1901102066040039,749
57,0.1819295883178711,766
58,0.19701361656188965,750
59,0.1959996223449707,706
60,0.20800137519836426,633
61,0.19130158424377441,611
62,0.1920933723449707,649
63,0.19600200653076172,697
64,0.19693207740783691,744
65,0.1918644905090332,823
66,0.1885838508605957,800
67,0.20906662940979004,806
68,0.2066020965576172,705
69,0.19402742385864258,724
70,0.21402215957641602,708
71,0.1960000991821289,761
72,0.20057106018066406,827
73,0.19925594329833984,733
74,0.18899869918823242,673
75,0.19304966926574707,897
76,0.21056509017944336,1025
77,0.20411920547485352,1009
78,0.20586204528808594,868
79,0.20557689666748047,976
80,0.1981501579284668,1124
81,0.23104357719421387,1333
82,0.22357940673828125,1568
83,0.2098069190979004,1527
84,0.20003914833068848,1652
85,0.21255993843078613,1776
86,0.22402071952819824,2246
87,0.24784159660339355,2805
88,0.22243213653564453,2476
89,0.22268104553222656,2038
90,0.21059536933898926,1637
91,0.21799993515014648,1481
92,0.20157837867736816,1037
93,0.20199966430664062,938
94,0.20256257057189941,837
95,0.20501494407653809,885
96,0.19900012016296387,827
97,0.20911002159118652,898
98,0.20006418228149414,826
99,0.2080364227294922,1151
100,0.20599794387817383,1047
101,0.2050013542175293,1419
102,0.2200639247894287,2327
103,0.21000218391418457,2548
104,0.22641849517822266,2921
105,0.23577046394348145,3355
106,0.23243403434753418,3460
107,0.24464154243469238,4007
108,0.2425682544708252,3602
109,0.25555992126464844,3666
110,0.24709320068359375,3910
111,0.2338552474975586,3559
112,0.22899842262268066,3542
113,0.2311861515045166,2922
114,0.24954581260681152,2326
115,0.2211451530456543,1931
116,0.22286367416381836,1413
117,0.20199990272521973,1088
118,0.2069401741027832,917
119,0.21121668815612793,817
120,0.21366071701049805,933
121,0.20480775833129883,869
122,0.20999717712402344,893
123,0.20003318786621094,793
124,0.21700048446655273,804
125,0.2089557647705078,855
126,0.20401382446289062,834
127,0.2190098762512207,1010
128,0.22464942932128906,1052
129,0.23472189903259277,1419
130,0.21459293365478516,1302
131,0.20203804969787598,1317
132,0.203016996383667,1351
133,0.21183252334594727,1299
134,0.20600008964538574,1226
135,0.2380664348602295,1228
136,0.22057843208312988,1151
137,0.20412325859069824,1202
138,0.2182753086090088,1078
139,0.20199966430664062,1106
140,0.22408008575439453,914
