,UpdateTime,NeuronsFired
0,2.1696746349334717,0
1,0.37022995948791504,99
2,0.3739306926727295,54
3,0.3685734272003174,88
4,0.3746011257171631,62
5,0.37099123001098633,83
6,0.36615824699401855,67
7,0.3789799213409424,75
8,0.3710007667541504,76
9,0.3809943199157715,77
10,0.3719363212585449,147
11,0.3891007900238037,262
12,0.3920893669128418,453
13,0.3876614570617676,521
14,0.37741708755493164,314
15,0.3864264488220215,362
16,0.39686155319213867,246
17,0.381072998046875,212
18,0.3899104595184326,127
19,0.37807536125183105,73
20,0.37683629989624023,81
21,0.38853883743286133,91
22,0.3895533084869385,103
23,0.3862452507019043,200
24,0.3828556537628174,203
25,0.387359619140625,285
26,0.378002405166626,317
27,0.3885951042175293,387
28,0.3934812545776367,320
29,0.3904130458831787,385
30,0.38498950004577637,196
31,0.38201355934143066,210
32,0.38013768196105957,147
33,0.38981080055236816,124
34,0.40001749992370605,110
35,0.3945741653442383,116
36,0.39267659187316895,156
37,0.38919997215270996,256
38,0.3860163688659668,285
39,0.38999104499816895,267
40,0.38036227226257324,391
41,0.37879347801208496,239
42,0.3962535858154297,238
43,0.39023709297180176,257
44,0.3826432228088379,264
45,0.37857675552368164,303
46,0.3925633430480957,205
47,0.37203001976013184,166
48,0.37893176078796387,159
49,0.3761606216430664,150
50,0.38257551193237305,193
51,0.385922908782959,237
52,0.3847806453704834,198
53,0.38347887992858887,318
54,0.3916044235229492,307
55,0.3950982093811035,223
56,0.3876042366027832,265
57,0.3877220153808594,282
58,0.3995931148529053,260
59,0.393230676651001,174
60,0.37604498863220215,150
61,0.3860173225402832,213
62,0.3970620632171631,184
63,0.38547277450561523,150
64,0.3785285949707031,163
65,0.3815302848815918,232
66,0.3869349956512451,258
67,0.3964853286743164,278
68,0.3749854564666748,311
69,0.3861544132232666,226
70,0.3830695152282715,226
71,0.4067370891571045,229
72,0.38721275329589844,252
73,0.3775644302368164,285
74,0.3802802562713623,166
75,0.37754106521606445,175
76,0.3775796890258789,158
77,0.3826413154602051,182
78,0.38483262062072754,217
79,0.3874177932739258,285
80,0.38439440727233887,270
81,0.39293432235717773,479
82,0.3840606212615967,355
83,0.3876349925994873,287
84,0.38059425354003906,392
85,0.38340044021606445,374
86,0.3744163513183594,199
87,0.39195990562438965,500
88,0.380462646484375,366
89,0.3730652332305908,305
90,0.38197994232177734,270
91,0.37599658966064453,314
92,0.386812686920166,260
93,0.3785989284515381,445
94,0.3737673759460449,342
95,0.38021111488342285,199
96,0.3775198459625244,251
97,0.3725769519805908,280
98,0.37748146057128906,245
99,0.38654661178588867,250
100,0.3839449882507324,218
101,0.39395976066589355,503
102,0.3909573554992676,264
103,0.41272497177124023,546
104,0.39283084869384766,1123
105,0.38997411727905273,1086
106,0.40047264099121094,1358
107,0.39461684226989746,1282
108,0.40300965309143066,2177
109,0.4100334644317627,1408
110,0.40081000328063965,1819
111,0.40271496772766113,1329
112,0.391920804977417,1477
113,0.38910889625549316,717
114,0.3912224769592285,1163
115,0.3920462131500244,856
116,0.3991429805755615,580
117,0.39114880561828613,751
118,0.39754796028137207,238
119,0.3852548599243164,270
120,0.3877286911010742,274
121,0.4019126892089844,252
122,0.39121222496032715,224
123,0.39232850074768066,211
124,0.3961033821105957,238
125,0.3921992778778076,333
126,0.4041600227355957,429
127,0.38355040550231934,280
128,0.40070056915283203,751
129,0.3996109962463379,445
130,0.40636539459228516,452
131,0.41405224800109863,573
132,0.39557313919067383,549
133,0.3997330665588379,503
134,0.3928053379058838,329
135,0.3889451026916504,282
136,0.39057302474975586,422
137,0.3859989643096924,393
138,0.39219069480895996,375
139,0.38390684127807617,330
140,0.4007842540740967,259
141,0.3769235610961914,299
142,0.38721776008605957,224
143,0.38451600074768066,202
144,0.3814561367034912,231
145,0.39020252227783203,216
146,0.39020490646362305,238
147,0.39896655082702637,219
148,0.3968925476074219,251
149,0.3936305046081543,256
150,0.390230655670166,248
151,0.3932337760925293,253
152,0.4053070545196533,291
153,0.40956997871398926,160
154,0.38108062744140625,207
155,0.3839240074157715,374
156,0.40046215057373047,255
157,0.3841733932495117,267
158,0.3838229179382324,276
159,0.39122629165649414,269
160,0.38629722595214844,173
161,0.389284610748291,274
162,0.39253902435302734,276
163,0.3916952610015869,284
164,0.4042322635650635,257
165,0.3965415954589844,300
166,0.38481760025024414,253
167,0.3863081932067871,278
168,0.38050413131713867,305
169,0.382352352142334,259
170,0.390655517578125,244
171,0.3784902095794678,302
172,0.38501906394958496,262
173,0.3805563449859619,249
174,0.40032172203063965,275
175,0.38054871559143066,307
176,0.3810446262359619,291
177,0.3834874629974365,299
178,0.38367342948913574,249
179,0.3831031322479248,238
180,0.40315771102905273,250
181,0.41563987731933594,224
182,0.3828709125518799,278
183,0.39003801345825195,269
184,0.3820536136627197,325
185,0.3785829544067383,340
186,0.378537654876709,359
187,0.3761436939239502,331
188,0.3815481662750244,401
189,0.3810615539550781,425
190,0.3985424041748047,449
191,0.3842778205871582,472
192,0.38778066635131836,351
193,0.3810276985168457,499
194,0.3829679489135742,364
195,0.3765385150909424,365
196,0.3776679039001465,290
197,0.3931159973144531,536
198,0.40120577812194824,410
199,0.3858637809753418,507
200,0.39311718940734863,390
201,0.4039132595062256,474
202,0.38007020950317383,374
203,0.3934476375579834,296
204,0.4408748149871826,357
205,0.3812117576599121,378
206,0.38872718811035156,399
207,0.38512754440307617,662
208,0.3774685859680176,290
209,0.38271617889404297,483
210,0.38364148139953613,350
211,0.3786957263946533,595
212,0.3976097106933594,811
213,0.40436863899230957,1011
214,0.3966834545135498,506
215,0.3973073959350586,744
216,0.3946239948272705,931
217,0.3850893974304199,1135
218,0.3892343044281006,959
219,0.38910365104675293,879
220,0.41225123405456543,860
221,0.40760087966918945,846
222,0.38924503326416016,821
223,0.39556312561035156,450
224,0.3895440101623535,469
225,0.3868255615234375,509
226,0.38713574409484863,307
227,0.3888227939605713,427
228,0.3841440677642822,411
229,0.38272619247436523,319
230,0.3866090774536133,340
231,0.38904237747192383,458
232,0.3987698554992676,552
233,0.3870372772216797,337
234,0.3830604553222656,305
235,0.3930392265319824,459
236,0.388671875,684
237,0.3948969841003418,428
238,0.39650511741638184,652
239,0.40028810501098633,551
240,0.40860867500305176,477
241,0.3887927532196045,437
242,0.3936276435852051,522
243,0.38562870025634766,581
244,0.3978149890899658,461
245,0.39545226097106934,686
246,0.3946952819824219,465
247,0.39214062690734863,375
248,0.38608551025390625,361
249,0.40209388732910156,310
250,0.38899707794189453,386
251,0.3818535804748535,216
252,0.3861398696899414,288
253,0.4025721549987793,303
254,0.389406681060791,258
255,0.39400243759155273,247
256,0.3906395435333252,289
257,0.39334583282470703,204
258,0.40715503692626953,219
259,0.39222073554992676,297
260,0.4066338539123535,384
261,0.38739800453186035,339
262,0.38762640953063965,525
